Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Aruba,ABW,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Afghanistan,AFG,0.00064099317954294,0.0007305620937804,0.0007122980418498,0.0010045228810176,0.00100727499849984,0.0011871634044627,0.00124173,0.00124173,0.00103761,0.001034775,0.001034775,0.001034775,0.000415044,0.00041391,0.000206955,0.000206955,0.0001753145856,0.0001314785115,0.0001314785115,0.00013148730000000006,8.765820000000012e-06,0,4.382909999999996e-06,1.3148730000000007e-05,0.0005259492000000007,0.0008765820000000012,0.0012710439000000004,0.0005697783000000007,0.0009642401999999992,0.004076106300000007,0.0021914549999999975,0.001577847600000001,0.0011395565999999995,0.0011395565999999992,0.0007450947000000001,0.000254,0.000415,0.001569081780070875,0.00102965,0.00094423,0.00089926,0.00071941,0.00076437,0.00078685,0.000807906,
Africa,AFRC,0.20233306282892347,0.2224475800329762,0.233225740008765,0.24459001809477796,0.254736253919099,0.26501388721520897,0.260993558133,0.2612050454475,0.2776813697952,0.2583218311695,0.263191461624,0.2834577576495,0.2688313035744,0.256999161069,0.259112544138,0.2600710148295,0.3166490208672,0.230552754138,0.2531424925575,0.2278940265,0.2570330228022902,0.2591033096698201,0.24836867709355814,0.21695788916190897,0.19562650131165685,0.22404122878976987,0.20786486987259004,0.19306256911238992,0.19938294230462997,0.16637233170468943,0.208777901313234,0.1833278791331868,0.1867728378635125,0.18873146088203502,0.204298235633805,0.1855505661,0.1239708434,0.12295646225832621,0.11085623290011623,0.0956278064,0.09094893164302555,0.10155239593280019,0.1157232690364159,0.11772246,0.119731461583,
Angola,AGO,0.00139510588325976,0.0013912941185514,0.00146085882365115,0.0015304235287509,0.00132535058785164,0.0017391176461197,0.00165564,0.00206955,0.00207522,0.002276505,0.002276505,0.002276505,0.002282742,0.002276505,0.002276505,0.002276505,0.002490264,0.001034775,0.00124173,0.001448685,0.0050403464999999965,0.005960757599999996,0.006705852300000009,0.0031118661000000035,0.004602055499999995,0.0031995243,0.003155695200000002,0.003331011599999995,0.0032871824999999937,0.0027612332999999963,0.002069,0.004139,0.002069,0.002069,0.002069,0.002069,0.002069,0.002069,0.00112408,0.00112408,0.00103415,0.00112408,0.00112408,0.00116904,0.001196596,
Albania,ALB,0.00423713326387554,0.00404183655359505,0.0039499766318754,0.00404183655359505,0.00396079848566136,0.00385811671015575,0.003518235,0.003104325,0.003320352,0.003104325,0.00206955,0.00041391,0.001452654,0.002276505,0.00124173,0.00124173,0.00311283,0.00248346,0.00289737,0.00331128,0.0004382910000000006,0.0003944618999999992,0.00043829099999999956,0.00030680370000000053,0.00030680370000000037,0,0.00043829099999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
United Arab Emirates,ARE,0.00022480717352562,0.000409525782498,0.000442407413763,0.00044539665315705,0.0004586066343243,0.00055300926720375,0.000620865,0.001448685,0.001452654,0.001448685,0.00165564,0.001448685,0.001452654,0.00165564,0.003518235,0.003518235,0.003735396,0.00124173,0,0.00662256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Argentina,ARG,0.02034540313387722,0.0196392393830619,0.0190293251171499,0.0193952736766971,0.0188775985005153,0.0168742947095478,0.01821204,0.02276505,0.019922112,0.019660725,0.02276505,0.018005085,0.0207522,0.01614249,0.01490076,0.01407294,0.011828754,0.01200339,0.01076166,0.010968615,0.004645884600000006,0.003681644400000002,0.0019284803999999997,0.0012272148,0.0012710438999999996,0.0010518984000000005,0.0010080693000000002,0.0009204110999999995,0.00035063280000000046,0.0004821200999999999,0.0019284803999999997,0.0017969931000000007,0.0006136074000000007,0.0005259492000000002,0.0010080693000000002,0.001139,0.000629,0.0004945940999999999,0.00049459,0.00040467,0.00039374,0.00031474,0.00026978,0.00026978,0.00026978,
Armenia,ARM,,,,,,,--,--,--,--,--,--,0.000830088,0.000206955,0.000206955,0.000174835584,8.76572928e-05,8.76454425e-05,8.76454425e-05,0.000206955,0,0,0.0002629746000000001,0.00013148730000000006,0,0,0,0,0,0,0,0,0,0,0,0,0.000314,0.0003147417,0,4.496e-05,4.496e-05,0,0,0,0,
American Samoa,ASM,0,0,0,0,0,0,0,4.38123735e-05,4.38286464e-05,0.000206955,0.000206955,0.000206955,0.000207522,0.000206955,0.000206955,0.000206955,0.000207522,0.000206955,0.000206955,0.000206955,0.00017531640000000001,0.00017531640000000001,0.00017531640000000001,0.00017531640000000001,0.00017531640000000001,0.00021914549999999978,0.0002276505,0.0002276505,0.0002282742,0.0002276505,0.0002276505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Asia & Oceania,ASOC,1.5857377911055448,1.6761814301668747,1.633578609168954,1.613951570983481,1.7574622608665846,1.7285674305365677,1.79751744768015,1.8068756485563,1.93803193522638,1.94757246763065,2.0142220046004,2.0217366192933,2.1489354252828,2.20720894318575,2.2784862754143,2.361303362565,2.55564147562794,2.47010913634275,2.4119582768127,2.67921952934895,2.663359758906463,2.605349868276758,2.4884183772641646,2.4477331484016083,2.248786016420575,2.2472252960356456,2.0295582714044396,1.8593574757919948,1.7234769336691256,1.5766911409506301,1.5193162893389693,1.4204088360856821,1.3676119840849745,1.2560012071313924,1.1675656806558037,1.116013326566,1.0938266955012,1.0113035867950382,1.106050273162417,1.05664857915615,0.955099917992583,0.8975406510018,0.8232889351239628,0.7644858993196,0.7354412317097023,
