Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7766,0.8083,0.8247,0.8418,0.8658,0.9105,0.9095,0.936,0.9136,0.9243,0.8337,0.8179,0.7781,0.7897,0.7782,0.7932,0.8019,0.8346,0.8079,0.8224,0.825,0.829,0.828802,0.828802
Afghanistan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.1453,0.1089,0.186,0.171,0.174,0.113,0.112,0.114,0.053,0.067,0.072,0.072,0.0964,0.053,0.051,0.062,0.062,0.081,0.1,0.1012,0.1023,0.101678,0.101676545
Africa,AFRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7491,35.6411,38.9992,39.0847,50.8603,52.1067,56.6697,58.3649,64.1312,67.5609,63.7275,55.6692,69.8127,76.6424,82.2135,89.1779,75.1257,70.0055,57.9331,53.6162,42.8203,56.568876,65.731819876,56.467415543
Angola,AGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,0.621,0.622,0.754,0.489,0.415,0.439,0.752,0.904,1.645,1.746,1.642,2.241,3.422,4.51,4.437,4.546,3.046,2.618,2.599,2.453,2.48,2.562172,2.562172
Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,0.175,0.226,0.107,0.14,0.07,0.093,0.072,0,0.0009,0.0009,0.0593,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524,1.532,1.687,1.866,1.911,2.024,2.121,2.217,2.299,2.24,2.258,2.167,2.21,2.17,2.3,2.471,2.493,2.405,0.953,0.804,0.754,0.824,0.858,0.854140196
Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.927,1.399,1,1.369,4.537,5.537,7.52,11.748,13.419,10.466,16.715,19.449,19.571,20.032,18.684,22.068,20.703,11.663,6.8109,3.4468,6.72,12.2881,14.1580902,12.9409046
Armenia,ARM,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,ASM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,0.171,0.179,0.188,0.188,0.189,0.189,0.185,0.188,0.178,0.159,0.155,0.155,0.154,0.153,0.159,0.167,0.162,0.163,0.164,0.166,0.167,0.166254,0.166671722
Asia & Oceania,ASOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.538,348.6144,367.602,333.3301,337.0942,331.6048,305.502,335.3628,311.1447,254.3501,252.3199,310.658,333.7325,323.5644,280.3889,218.551,211.2411,179.8377,147.6565,130.18600183,117.7558522,143.1629574,152.850656777,130.54899183
Antarctica,ATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.171,0.191,0.211,0.221,0.243,0.258,0.2854,0.296,0.3274,0.3295,0.329,0.33,0.33,0.336,0.34,0.344,0.344,0.349,0.3453,0.3304,0.3338,0.335453,0.33804436
Australia,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.784,2.044,2.446,1.661,1.389,2.841,3.058,2.893,4.058,3.598,6.098,5.809,3.79,6.41,5.013,6.799,5.575,5.274,4.838,4.923,4.5092,4.6619,4.4258967,3.9731648
Austria,AUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.702,1.818,1.448,1.861,1.82,1.642,1.645,1.285,1.245,1.137,1.273,1.015,0.744,0.695,0.665,0.864,1,0.8525,0.7161,0.6926,0.6962997,0.6826229,0.6906435,0.7380254
Azerbaijan,AZE,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,13.454,6.403,5.792,7.598,6.147,5.872,6.11,3.992,1.721,0.5,0.039,0.346,0.522,0.0412,0.0489,1.6079,2.5911,1.3247,0.0489,0.0534,0.0489,0.6349,0.0881,0.107
Burundi,BDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0044,0.0175,0.0129,0.0029,0.0207,0.0335,0.0287,0.0241,0.0738,0.0991,0.1238,0.0866,0.118,0.120147,0.119990792
Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,1.664,0.972,1.007,1.676,1.74,1.377,0.813,0.406,0.28,0.406,0.29,0.333,0.27,0.217,0.21,0.19,0.176,0.1608,0.0709,0.1199,0.1742,0.2122973,0.1089875
Benin,BEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,0.064,0.061,0.078,0.08,0.106,0.15,0.217,0.226,0.127,0.114,0.101,0.048,0.092,0.244,0.213,0.259,0.1846,0.134,0.2059,0.2326,0.219,0.236,0.236
