Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Aruba,ABW,,,,,,,224.31806246516976,224.31806246516976,449.8652649986418,448.6361249303395,448.6361249303395,897.272249860679,899.7305299972836,672.9541873955093,897.272249860679,897.272249860679,899.7305299972836,897.272249860679,897.272249860679,897.272249860679,779.397717310488,825.244641858164,962.785415501192,1329.5608118825974,1329.5608118825971,2186.8983009241356,2186.8983009241356,2457.3951557554246,2232.74522547181,2361.1166142052957,1219.5281929681767,1192.0200382395715,1008.6323400488671,1008.6323400488666,1017.8017249584024,1040.28507068332,1037.11990312546,1077.4027269533485,1086.5703709377594,1017.8018304639878,958.201725349484,1045.3071365417911,1081.9914285373886,1063.6440072603268,1072.26697874379,
Afghanistan,AFG,7874.072207419156,8974.352400378204,8749.993588293806,12339.734550239633,12373.542042158097,14583.322648651798,15253.628247631543,15477.946310096713,14620.621112455858,14804.992122701204,15029.310185166374,14132.037935305694,5623.3158124830225,5607.951561629244,5383.633499164074,5159.315436698904,4948.51791498506,4710.679311768565,4486.361249303395,4486.361249303395,4355.457832029206,4126.22320929082,3896.988586552436,3942.835511100126,3805.294737457087,4997.3147756966655,9169.384909535152,5180.702473887359,12516.210401515498,23015.15612293314,34293.49956166148,36723.38656268823,40024.36513012095,25619.261437241155,20892.44351637586,27902.00707838852,22193.0998598617,15510.014574454137,20080.951896826144,27003.838031053114,24491.422978650582,23702.86368384387,23427.778971390257,25536.7406657509,26220.091901046053,
Africa,AFRC,940537.5676895891,990675.6521194639,1037998.5467219001,1056132.7935947191,1091871.3607505672,1125920.8165396722,1115811.5425596524,1155338.9199601212,1186828.1990191804,1251339.1771312212,1286785.1098169424,1280057.8784190307,1353690.4236514166,1355824.1977196475,1382069.4110280725,1418857.5732723603,1423644.4723587052,1525184.3348808507,1497817.5312601,1569375.0119308752,1787721.6992495824,1895345.8514071507,1966955.5791927297,2047102.7589284177,2173795.2564873598,2237708.7974813627,2326428.890303895,2468713.886399954,2605709.6323335962,2729617.6641725916,2953385.4740219405,3030755.4431488537,3147695.482245339,3516533.3875933895,3590332.457820017,3743660.324753849,3690275.504774786,3793816.775883516,3744386.771392039,3876837.406972898,3501771.7636832437,3811837.1232235674,3953067.480499132,3961716.453020733,4073100.645959874,
Angola,AGO,12097.217211162722,12064.164705121295,12667.3729402652,13270.581175409106,11492.356348467727,15080.205880840824,14356.355997770865,14132.037935305694,14395.688479956538,14580.674060236033,14804.992122701204,14804.992122701204,15070.486377454501,14804.992122701204,14580.674060236033,14356.355997770865,14620.621112455858,20188.625621865278,22431.806246516975,31404.528745123764,29267.08303884618,33256.09725627271,35640.87604593282,43432.69483678652,36098.141520792255,30000.358676313284,55949.634991051826,66036.61792351848,85842.10905676009,106656.6371137954,116644.86495396197,125618.11498049505,130104.2124658353,172724.2486882728,186183.59620014616,187834.84987182773,157530.032745814,128508.92950713524,114181.90036937172,121235.8244404941,76894.13752719274,99726.87554826384,121440.56857925354,120669.10118925927,123513.4199320024,
Albania,ALB,24313.866803233253,23193.199146786403,22666.08098471631,23193.199146786403,22728.179836729232,22138.962822646215,20188.625621865278,15029.310185166374,14845.55374495518,14580.674060236033,10094.312810932639,5607.951561629244,14845.55374495518,5607.951561629244,4710.679311768565,5159.315436698904,4498.652649986418,9421.35862353713,16150.900497492223,4710.679311768565,22467.66417097478,23934.672268106722,23935.192587680474,27373.764339288606,31042.246162977135,30950.011381628978,26457.053067168312,27878.55146662172,34204.38465738317,32141.59018316681,29801.75840315339,32783.042567672324,31543.588699016986,35027.36540760659,35442.52246118454,35890.88999442716,38133.93873709728,34797.81573168592,32688.85720249284,32200.600037601132,24777.279811359444,32434.906841350985,32680.502742723867,29846.622722586548,29846.622722586548,
United Arab Emirates,ARE,25991.252672343682,47347.63533244517,51149.27028562119,51494.8734635905,53022.15545041146,63936.58785702649,71781.77998885432,94213.5862353713,103469.01094968761,105429.48935862978,105429.48935862978,118888.57310653997,123712.9478746265,136834.01810375354,141320.37935305695,139077.19872840526,139458.23214957895,89727.2249860679,58322.69624094413,53836.33499164074,144780.72004796425,146806.71392103887,164795.76103971055,184008.07401880145,187956.05112113833,199824.4782555643,209964.657485206,219377.53396062856,227647.9601417983,213826.26109581618,225302.56043102333,216520.3169944434,200150.99792578036,202726.04961380357,167239.62364601612,279568.9157787701,286915.0687108338,177473.44545158092,142859.01478044604,140474.97892419033,132039.14269730626,155833.70128530136,147993.87666012085,162802.42959632465,164492.4444374477,
Argentina,ARG,370880.21378197096,358007.42079084704,346889.1779098264,353560.12363933603,344123.3246116117,307604.71972767793,331990.7324484512,345449.81619636144,332900.2960989949,311802.10682658595,284883.93933076557,316288.46807588934,335149.6224239881,343206.6355717097,367881.6224428784,374611.1643168335,420624.0227737301,450879.3055549912,477797.47305081156,486770.19554941833,477938.71394167666,403040.24186767207,388716.92149210075,419398.6913803009,446682.5259446107,471760.03588275413,481260.3450244837,507365.67951361067,548612.3507178373,525351.3270889733,517932.9933243063,541956.3126368147,509240.2756074896,535083.9244184034,520418.3065898774,580983.3861388449,578740.3373961748,587115.7157575361,592846.5818535236,578358.9558065698,512889.5433322653,613477.6926246984,662808.9918784443,547183.0471141501,490470.39775597973,
Armenia,ARM,,,,,,,--,--,--,--,--,--,9447.170564971479,4486.361249303395,4037.7251243730557,4934.997374233734,6073.181077481664,6729.541873955092,7402.496061350602,1345.9083747910186,3163.4377937896274,3025.897020146613,3713.6008883617424,4997.3147756966655,4951.467851148994,5318.243247530385,5180.702473887359,5547.477870268768,5914.253266650173,5409.937096625743,6005.947115745536,6189.33481393623,6849.90735146014,6326.875587579256,6647.804059412998,6729.14622801036,4486.09748534024,6189.3348139362315,5272.398960622348,6143.484724220998,9169.384909535158,8985.99510123275,8298.28859537798,8069.056610279234,7381.350104424466,
American Samoa,ASM,4329.953175611928,5089.216042178538,7094.058725460994,4472.341370399322,5103.159099828343,4780.77870628893,4934.997374233734,5159.315436698904,4948.51791498506,5832.269624094413,6056.587686559583,6056.587686559583,6298.113709980985,6280.905749024753,6056.587686559583,5832.269624094413,5848.248444982343,6056.587686559583,6056.587686559583,6056.587686559583,5730.865568459467,5730.865568459484,5868.40634210251,5868.40634210251,5868.406342102501,5960.100191197846,6056.587686559583,6056.587686559583,6073.181077481664,6056.587686559583,5510.800328479635,5409.937102464159,5443.147855428132,5405.352400176271,5130.270846129945,5130.270846129945,5144.326382694685,5130.270846129945,5130.270846129945,5157.779014993662,5075.367593406416,5089.008615266177,5089.008615266177,5176.1177792816015,5189.4154694776635,
Asia & Oceania,ASOC,5082279.1824715445,5162807.480650638,5170265.648289506,5249206.1059312215,5532068.32745794,5667325.491755385,5895493.8359955875,6352310.876554922,6904915.662568029,7376153.82823698,7856634.650030516,8400979.914393669,8946028.260236643,9589282.725812403,10231993.658883546,11079147.9866014,11473666.311398556,11749874.359159537,11535171.24180581,12543794.393356642,12869313.37288905,13068383.718538499,13488375.393010497,13978171.803186279,15193123.042779485,15462230.810942076,15508158.798435185,16071349.511070704,16450874.428783948,16680594.854675122,17655989.970497645,18338621.513144195,19403041.859181684,19545018.558928907,19648933.506135292,20009809.80630217,20065910.961123116,20680797.783601444,21009992.200675353,20439560.335815456,18967904.158640392,19691048.383492567,20595563.135832503,21262826.97178385,21893190.64908745,
