Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Togo,TGO,NA,NA,NA,NA,NA,NA,0,0.02294,0.029,0.02542,0.0258,0,0,0.02135,0,0,0,0,0,0,0,0,0.0317808219178082,0.0635616438356164,0.0633879781420765,0.0635616438356164,0.3,0.09534246576,0.1,0.1,0.2,0.2,0.2,NA,NA
Thailand,THA,6.336529783,8,11,15,17,19,20,22,24,28,30,30,32,34,31,38,38,45,43,46,58,61,65,56,67,97,102,94,112,89,150,166,174,NA,NA
Tajikistan,TJK,--,--,--,--,--,--,--,--,--,--,--,--,0,0.7,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,NA,NA
Turkmenistan,TKM,--,--,--,--,--,--,--,--,--,--,--,--,8.7,7.4,10,8.4,11,13,17,18,19,20,23,27,26,26,23,25,26,16,20,24,29,NA,NA
Timor-Leste,TLS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,NA,NA
Tonga,TON,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.017,0.03169,0.03178,0.03178,0.03178,0.03169,0.03178,0.03178,0.031780822,0.031693989,0.031780822,0,0,0,0.063561644,0,0,0,0,0,0,0,NA,NA
Trinidad and Tobago,TTO,1.053458099,1.1,1.2,1.4,1.7,1.4,1.5,1.2,1.6,1.8,1.6,1.7,1.8,1.4,1.4,1.9,1.1,1.8,1.9,3.4,2,2.9,2.1,1.8,1.9,2.1,5.3,6.3,1.9,2,1.8,1.1,0.6,NA,NA
Tunisia,TUN,2.889478707,3.2,3.6,3.9,4.5,5.1,5.9,5.9,6.4,8.4,7.6,8.2,8.7,9.1,9.9,10,10,11,11,8.6,12,13,11,12,12,12,15,15,15,15,16,15,15,NA,NA
Turkiye,TUR,21.71950611,22,23,27,27,27,33,38,42,46,51,54,59,67,66,75,80,91,101,107,143,121,114,112,124,132,111,109,107,115,117,117,115,119,NA
Tuvalu,TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan,TWN,20.37689587,21,22,24,26,28,35,36,40,42,43,42,43,47,46,47,48,50,49,51,51,51,55,55,61,66,68,76,63,73,67,69,61,NA,NA
Tanzania,TZA,0.120395211,0.2,0.2,0.2,0.2,0.2,0.02086,0.2,0.2,0.1,0.09831,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.8,1,NA,NA
Uganda,UGA,NA,NA,NA,NA,NA,NA,0,0,0,0.01786,0.03178,0.03178,0.03169,0.03178,0.03178,0.03178,0.03169,0.03178,0,0,0,0,0.0317808219178082,0.059633504109589,0.0316939890710383,0,0.00953424657534247,0.1,0.1,0.1,0.2,0.1,0.1,NA,NA
Ukraine,UKR,--,--,--,--,--,--,--,--,--,--,--,--,28,7.2,5.3,41,54,51,48,42,40,9.8,15,9.1,9.4,11,15,32,23,25,24,25,26,NA,NA
Uruguay,URY,1.324360051,1.4,1.5,1.4,1.3,1.4,1.3,0.3,1.7,1.8,2,2.1,2.2,2.3,4.5,1.9,2.8,3.3,3.4,3.8,3.7,3.7,3.6,3.1,2.8,2.7,2.9,3.3,3,4.1,4.2,4.4,4.6,NA,NA
United States,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1452,1411,1343,1308,1328,1371,1544,1477
U.S. Pacific Islands,USIQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U.S. Territories,USOH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Uzbekistan,UZB,--,--,--,--,--,--,--,--,--,--,--,--,3.4,4,5,5,6,7.2,8,0.5,1.5,10,13,8.3,9.4,11,1.1,0.9,0.8,0.9,0.8,0.8,0.7,NA,NA
Saint Vincent/Grenadines,VCT,NA,NA,NA,NA,NA,NA,0.03178,0.03178,0.03169,0.06356,0.06356,0.06356,0.06338,0.06356,0.09534,0.09534,0.09508,0.1,0.09534,0.0953424657534247,0.0950819672131148,0.0953424657534247,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA
Venezuela,VEN,20.69300966,25,26,27,31,41,27,34,37,37,38,48,45,64,64,66,65,62,67,72,68,76,72,59,83,56,61,97,100,79,95,101,114,NA,NA
British Virgin Islands,VGB,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
U.S. Virgin Islands,VIR,NA,NA,NA,NA,NA,NA,2.1,3.9,3.9,5.8,7.7,6,6.1,0.9,3.2,3.5,4.7,4.5,4,5.2,5.1,4.7,7.2,7.4,0.5,0.5,4.6,8.2,7.8,8.4,8.1,9.7,9.6,NA,NA
Vietnam,VNM,0.144932417,0.1,0.1,0.1,0.1,NA,0.1,0.2,0.2,0.2,0.03111,0.2,0.00111,0.00111,0.00111,0.00111,1.6,4,6.2,6.9,11,11,3.1,15,9.3,12,24,29,28,28,43,44,46,NA,NA
Vanuatu,VUT,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Wake Island,WAK,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
World,WORL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6728.1,6899.6,6800.2,6731.4,6964.9,7141,7305.3,NA,NA
Samoa,WSM,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Kosovo,XKS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.4,1.5,1.4,1.5,1.4,1.2,NA
Yemen,YEM,0.78256251,0.9,1.2,1.6,1.8,1.7,3,3.2,2.8,4.6,4,4.1,5.9,8.8,9.9,11,12,12,14,12,14,15,18,20,21,21,23,22,22,22,23,18,21,NA,NA
Former Yugoslavia,YUG,11.12320667,13,11,11,12,11,8.2,13,14,9.4,12,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Africa,ZAF,5.628488854,5.2,5.4,5.5,5.8,5.3,7,4.6,4.5,4.5,4.8,3.4,8.4,8.6,5.5,9.5,8.6,9.7,18,10,11,11,11,11,11,18,11,9.3,9,10,11,13,12,NA,NA
Zambia,ZMB,0.14450607,0.1,0.086720187,0.1,0.1,0.086720187,0.09598,0.1,0.08403,0.076,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.00067368306010929,0.1,0.1,0.1,0.1,0.1,0.1,0.09534246576,0.09534246576,0.1,0.0808444328767123,0.0503227287671233,0.1,NA,NA
Zimbabwe,ZWE,0.150500377,0.090290045,0.2,0.090290045,0.090290045,0.2,0,0.06356,0.5,0.5,0.5,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA
