Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Egypt,EGY,4.845900891,5.4,6.7,5.9,4.8,4.6,4.8,4.3,0.7,1,2,1.1,2,0.2,0,0.8,0.2,13,12,19,26,27,35,41,48,55,46,60,65,78,73,70,66,NA,NA
Eritrea,ERI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0.03178,0.0317808219178082,0.0633879781420765,0.0635616438356164,0.1,0.1,0.2,0.2,0.0635616438356164,0.06356164384,0.09534246576,0.1,0,0.0635616438356164,0.0635616438356164,NA,NA
Western Sahara,ESH,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Spain,ESP,43.99516555,46,36,42,26,26,22,32,25,15,16,24,24,39,36,31,41,37,37,40,39,28,35,32,35,33,29,32,31,28,25,18,11,10,NA
Estonia,EST,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.5,0.7,0.4,0.4,0.4,0.5,0.3,0.3,NA
Ethiopia,ETH,NA,NA,NA,NA,NA,NA,0,0,0.03678,0.027,0,0.01,0,0,0.2,0.3,0,0,0.06356,0.0317808219178082,0.0316939890710383,0.0317808219178082,0.0317808219178082,0.0317808219178082,0.0316939890710383,0,0,0,0,0,0,0.2,0.2,NA,NA
European Union,EU27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.1,323.1,340.7635608219178,366,368.1906824657534,354.49534,353.8953424657534,338.93169398907105,341.52712328767126,342.7317808219178,343.9953424657534,382.9,402.3,425.8635616438356,421.16356164384,464.3,425.4,429.1,476.6,466.4,NA,NA
Eurasia,EURA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4.73169,17.03178,9.56347,43.16169,54.56338,60.43178,58.49534,50.73178082191781,54.63169398907104,13.831780821917809,11.727123287753425,15.763561643917809,11.631693989071039,12.127123287917808,13.73,17.8,19.3,16.6,19.4,26.327123287671235,27.3,NA,NA
Europe,EURO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.9635616438356,547.3589041095934,585.6,556.1953424657535,556.5317808219178,597.9317808219178,584.163387978142,NA,NA
Finland,FIN,0.263437704,0.2,0.1,0.2,0.2,0.2,0.3,0.5,0.3,3.9,5.3,0.8,0.4,1.1,1.8,9.2,14,13,15,3.2,4.5,6.6,4.9,7.5,6.2,6.4,5.2,6,6.9,5.6,8.1,9.9,9.2,9.2,NA
Fiji,FJI,NA,NA,NA,NA,NA,NA,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.5,0.5,0.5,0.5,NA,NA
Falkland Islands,FLK,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
France,FRA,16.09935965,28,33,31,37,33,46,50,39,48,49,64,57,58,51,53,46,41,44,56,56,62,69,51,64,72,75,82,84,61,74,77,90,96,NA
Faroe Islands,FRO,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Gabon,GAB,NA,NA,NA,NA,NA,NA,0,0.1,0,0.00243,0,0,0.07289,0.1,0,0,0,0.03178,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.4,0,0.3,0.3,0.3,NA,NA
United Kingdom,GBR,4.5,6.1,11,11,14,7,16,15,22,32,35,22,26,16,15,14,8,11,7.7,8.4,8.5,13,6.3,12,15,25,26,23,20,20,11,7.2,6.3,13,NA
Georgia,GEO,--,--,--,--,--,--,--,--,--,--,--,--,0,0.03178,0.03178,0.03,0.5,1.3,1.1,3.3,2.8,0.8,1.1,1,0.9,1.2,1.3,1.7,1.5,1.5,1.5,0.6,0.6,NA,NA
Ghana,GHA,NA,NA,NA,NA,NA,NA,0,0,0,0.03178,0.03178,0.03178,0.03169,0,0.03178,0.03178,0,0.03178,2.2,2.1,1.1,1.1,1,0.5,0.3,0.3,2.2,1.5,2.3,4.8,4.7,5.7,7.7,NA,NA
Gibraltar,GIB,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Guinea,GIN,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Guadeloupe,GLP,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.4,0.4,0.4,0.4,NA,NA
The,GMB,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635616438356164,0.06356164384,0.06356164384,0.0953424657534247,0.0953424657534247,0.0953424657534247,0.0953424657534247,NA,NA
Guinea-Bissau,GNB,NA,NA,NA,NA,NA,NA,0.03178,0.03178,0.03169,0.03178,0.03178,0.03178,0.03169,0.03178,0.03178,0.03178,0.03169,0.03178,0.03178,0.0317808219178082,0.0316939890710383,0.0317808219178082,0.0317808219178082,0.0317808219178082,0.0316939890710383,0.0317808219178082,0.0635616438356164,0.06356164384,0.0657863013744,0.0708712328767123,0.0708712328767123,0.0708712328767123,0.0708712328767123,NA,NA
Equatorial Guinea,GNQ,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Greece,GRC,0.731782712,0.2,0.1,0.1,0.087814689,0.058530399,0.2,0,0,0,0,0.0953424657534246,0.0633879781420765,0.9,0,0.0317808219178082,0,0,0,1.6,0,0.0317808219178082,0.4,0.3,0.4,0.3,0.7,0.7,1.5,1.3,0.4,1.6,1.4,1,NA
Grenada,GRD,NA,NA,NA,NA,NA,NA,0,0.03178,0.03169,0.03178,0.06356,0.06356,0.06338,0.06356,0.09534,0.08219,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA
Greenland,GRL,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338513,0.011123288,0.002923836,0.002923836,0.002923836,NA,NA
Guatemala,GTM,1.565150473,1.6,1.6,1.7,1.7,2.1,2.5,2.6,2.8,2.7,2.9,2.6,3.4,3,3.9,2.8,4.6,4.7,5.2,5.4,6,6.4,6.5,7,7.4,9.1,9.7,10,10,9.9,11,11,12,NA,NA
French Guiana,GUF,NA,NA,NA,NA,NA,NA,0.07064,0.07581,0.08763,0.09821,0.1,0.1,0.09508,0.06356,0.06356,0.06356,0.06338,0.06356,0.06356,0.0635616438356164,0.0633879781420765,0.0635616438356164,0.0635616438356164,0.0635616438356164,0.0633879781420765,0.0635616438356164,0.0635616438356164,0.06356164384,0.076273972608,0.1,0.1,0.1,0.1,NA,NA
Guam,GUM,NA,NA,NA,NA,NA,NA,0.1,0.1,0.08743,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.09562,0.1,0.2,0.1,0.1,0.095890411,0.084931507,0.054794521,0,0,0,0,0,0,0,0,0,NA,NA
Guyana,GUY,NA,NA,NA,NA,NA,NA,1,0.6,0.6,0.5,0.4,0.1,0.4,0.09534,0.09534,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,NA,NA
Hawaiian Trade Zone,HITZ,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,HKG,3.190485826,3.5,4,4.1,4.6,4.6,5.5,5.6,3.3,6.5,6.7,6.4,7.8,7.8,4.5,4.6,6,5.5,4.4,3.8,5.8,8.4,7.5,7.5,11,13,13,14,12,12,12,13,12,NA,NA
Honduras,HND,0.240790423,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.7,0.8,0.8,1.4,1.5,1.4,1.6,1.6,1.9,2,2.3,2.4,2.7,3.3,7.7,9.6,12,13,12,15,NA,NA
Croatia,HRV,--,--,--,--,--,--,--,--,--,--,--,--,0,0,1.5,0.1,0.1,0.06356,0.09534,0.0317808219178082,0.0316939890710383,0.0953424657534247,0.2,0.2,0.3,0.3,0.0635616438356164,0.06356164384,0.3,0.5,0.4,0.4,0.4,NA,NA
Haiti,HTI,0.090290045,0.090290045,0.1,0.090290045,0.1,0.1,0.1,0.3,0.3,0.4,0.2,0.2,0.09508,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.0953424657534247,0.4,0.3,NA,NA
Hungary,HUN,0.556153334,0.7,0.8,0.8,0.5,0.6,0.6,0.7,0.7,0.4,0.4,0.5,0.8,1.2,0.3,0.4,2.9,2.6,2.8,2.7,1.8,1.4,0.8,0.4,1,1,1.3,1.3,2.3,3.8,4.9,4.4,4.4,5.4,NA
Indonesia,IDN,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,5,5,4.7,16,8.7,2.2,4.4,13,29,52,63,82,NA,NA
India,IND,NA,NA,NA,NA,NA,1.1,0,0,7.9,9.1,19,12,8.2,11,18,22,33,36,44,45,20,21,34,55,65,76,73,101,75,88,131,157,200,NA,NA
Ireland,IRL,4.098025183,4.6,4.7,4.3,4,3.9,4.8,4.2,3.8,4.2,3.5,3.7,3.2,3.5,3.3,3.2,2.5,3,3.2,3.4,3.5,3.3,3.3,3.3,3.5,3.8,3.8,3.7,4.1,2.6,2,2.6,2.5,2.9,NA
Iran,IRN,NA,13,19,77,55,76,0,17,10,0.03,0,0,0,0,0,0,0,18,0,0,0,0,6.8,10,11,12,7.2,8.6,9,9.5,7.7,6,5,NA,NA
Iraq,IRQ,1.053458099,6.8,8.7,3.5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,21,18,14,13,14,6.7,5.6,12,NA,NA
Iceland,ISL,0.029277926,0.029277926,0.029277926,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316939890710383,0.0635616438356164,0.0317808219178082,0,0.0316939890710383,0.0317808219178082,0,0.0953424657534246,0.3,0,0.0317808219178082,0.0317808219178082,0.0633879781420765,0.0635616438356164,NA
Israel,ISR,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,1.4,2.3,1.2,2.5,3.4,2.3,4.7,5,7.1,7,7.4,6.9,6.9,6.8,6.9,NA
Italy,ITA,18.3240048,20,19,25,27,36,29,37,41,48,45,50,37,44,47,58,57,55,55,63,60,58,44,42,49,53,51,47,51,58,64,63,63,73,NA
Jamaica,JAM,0.421370513,0.6,0.4,0.5,0.7,0.7,1,1.6,2,1,0.9,1.3,1,0,2.3,1.1,2.8,2.6,2.2,2.4,1.7,1.8,1.8,2.2,2.1,2.4,2.3,3,2.3,2.3,2.3,2.3,2.4,NA,NA
