Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,--,--,--,--,--,--,0.01918,0.02093,0.02156,0.02338,0.02226,0.02233,0.02247,0.03493,0.0371,0.04053,0.04221,0.04445,0.04802,0.04858,0.078,0.1347,0.1319,0.1402,0.136,0.1512,0.1479,0.1549,0.1493,0.1504,0.1507,0.1587,0.1484,0.1488,0.1377,0.1532,0.158,0.165,0.166,0.158,0.155,0.155,0.16676615,0.166766092
Afghanistan,AFG,0.06594,0.06944,0.06664,0.07,0.07133,0.07238,0.07945,0.08526,0.0756,0.07623,0.07686,0.06923,0.04795,0.04739,0.04683,0.04256,0.03843,0.03493,0.0322,0.03185,0.125,0.125,0.13,0.15,0.15,0.15,0.2,0.21,0.2,0.22,0.304,0.404,0.404,0.49,0.52,0.522,0.59,0.615,0.64,0.67,0.67,0.685,0.717333333,0.725651514
Africa,AFRC,18.38808,20.08996,20.15158,22.43898,23.95738,29.5863,22.70974,26.11502,26.87236,28.06286,30.36514,33.202181,34.704111,35.258504,39.410055,36.874393,40.734602,43.08278,43.65254,46.88764,52.2504,53.7875,52.8984,56.9504,67.5218,64.4041,67.2746,69.5019,78.849,84.206,89.6558,85.8562,91.2805,101.18,100.2483,107.9863,120.7832,116.7387,120.1812,121.5472,122.0478,141.10313,143.226608032,144.077396641
Angola,AGO,0.169,0.169,0.18,0.196,0.168,0.202,0.202,0.203,0.204,0.205,0.211,0.267,0.27,0.27,0.271,0.273,0.292,0.115,0.192,0.194,0.211,0.238,0.258,0.288,0.59,0.662,0.39,0.431,0.416,0.474,0.627,0.637,0.699,0.926,1.068,1.078,1.167,1.2074,1.4479,1.7414,1.8452,1.72,1.776,1.724741424
Albania,ALB,0.161,0.161,0.161,0.16,0.16,0.161,0.162,0.162,0.173,0.219,1.687,1.278,1.411,1.655,1.843,2.283,2.887,2.913,3.189,2.213,2.073,1.889,1.297,2.091,1.968,0.628,2.489,2.085,1.1988,1.2504,1.1213,1.0763,1.1193,1.9535,1.1191,1.25,1.9859,1.276,1.1557,1.0818,0.9326,1.357,0.959,1.238421853
United Arab Emirates,ARE,0.441,0.506,0.625,0.71,0.77,0.839,0.897,0.956,1.039,1.405,1.537,1.561,1.682,1.956,2.136,2.273,2.418,1.885,1.793,0.884,1.351,3.098,3.362,3.548,3.761,3.757,4.132,4.875,4.98,5.304,5.815,6.136,6.574,6.807,7.212,7.883,8.022,8.219,7.909,7.011,7.03,7.277,7.349,7.913646495
Argentina,ARG,5.035,4.918,5.128,6.151,6.279,6.314,8.176,8.199,7.327,8.629,9.292,10.153,11.397,12.479,11.56,11.863,12.212,11.758,11.223,11.932,13.188,12.847,14.501,14.049,15.445,15.956,14.575,17.957,16.274,17.98,16.817,18.701,18.445,22.278,17.808,17.872,20.432,22.985,23.676,20.866,20.74,22.328,29.877,27.026711099
Armenia,ARM,--,--,--,--,--,--,--,--,--,--,--,--,2.53,2.39,2.241,2.195,2.349,1.251,1.764,1.437,1.512,1.502,1.414,1.24,0.956,1.001,0.779,0.7754,0.892,0.843,0.73,0.904,0.981,0.949,0.929,0.812,0.706,0.668,0.611,0.548,0.565,0.552,0.606,0.530326655
American Samoa,ASM,0.0049,0.00469,0.00469,0.00497,0.00483,0.00581,0.00525,0.00567,0.00637,0.0063,0.00658,0.00714,0.00714,0.00805,0.00854,0.00903,0.00938,0.00987,0.01029,0.01064,0.0111,0.0113,0.0118,0.0124,0.0124,0.0125,0.0127,0.0129,0.0131,0.0125,0.0111,0.0109,0.011,0.0109,0.0109,0.0127,0.0144,0.0108,0.012,0.0136,0.014,0.01421,0.013974851,0.013974851
Asia & Oceania,ASOC,103.08881,110.19395,112.8234,121.09879,126.45856,148.06211628,153.56295012,168.92371999,178.75457065,200.73941816,196.2177579404911,214.1981185157364,223.6788456249483,240.4459810809185,250.3068787492528,282.6245108231673,301.6846705304748,316.3375675114037,340.1314982903186,374.6890972973845,400.7477,429.916,449.9219,468.2566,486.0672,525.7838,546.1256,569.2048,572.2641,593.1194,635.5999,666.411,684.7609,721.5876,734.025,727.3863,760.9774,778.2598,813.746,814.9558,804.5569,818.945069111,809.969875966,853.029662838
Antarctica,ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0003,0.0003,0.0003,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,0.00392,0.00413,0.00434,0.00476,0.00497,0.00504,0.00567,0.00595,0.00602,0.00616,0.00623,0.00623,0.00623,0.00623,0.00637,0.00644,0.00644,0.00651,0.00665,0.00665,0.037,0.045,0.051,0.057,0.059,0.065,0.066,0.075,0.08,0.0847,0.0657,0.0558,0.0756,0.0756,0.087,0.087,0.087,0.09,0.055,0.0469,0.0353,0.0356,0.037847412,0.03812102
Australia,AUS,9.166,11.194,8.38,8.457,8.17,10.536,9.303,10.273,9.999,11.102,10.783,10.371,10.626,10.658,10.866,11.507,11.522,11.633,13.322,15.453,14.98,18.151,15.062,11.25,11.644,15.352,15.699,14.618,14.811,12.027,16.3806,15.3641,13.8675,12.2587,12.0944,9.3504,12.6105,10.1168,10.0686,9.6547,9.7191,11.1802828,13.2505831,13.1905563
Austria,AUT,2.628,2.717,2.647,2.53,2.612,2.754,2.811,2.857,2.824,2.769,2.965,3.03,2.914,3.171,3.059,3.328,3.246,3.185,3.34,3.38,3.216,3.705,3.184,3.307,3.427,3.432,3.349,3.473,3.448,3.582,3.3509,3.4701,3.5282,3.5412,3.4099,3.467,3.339,3.459,3.336,3.3045,3.1918,3.236305,3.243145,3.0953328
Azerbaijan,AZE,--,--,--,--,--,--,--,--,--,--,--,--,2.786,3.8,2.305,2.776,2.721,3.108,2.153,2.788,2.77,2.56,3.814,3.459,2.762,4.031,3.775,3.432,3.163,4.1,3.83,3.973,3.368,3.281,3.363,2.869,2.35,2.251,2.2198,2.226,2.042,2.147,2.186,2.197380599
Burundi,BDI,0.00021,0.00028,0.00028,0.00175,0.00287,0.00329,0.00434,0.00665,0.00728,0.00721,0.00763,0.00784,0.00742,0.0077,0.00812,0.00833,0.00826,0.00847,0.00777,0.00693,0.007,0.025,0.03,0.029,0.027,0.028,0.025,0.03,0.032,0.034,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.039993557
Belgium,BEL,2.757,2.634,2.676,2.678,2.876,3.029,3.065,3.242,3.249,3.325,3.604,3.505,3.537,3.673,3.57,3.673,3.834,3.691,3.839,4.126,3.789,3.886,3.772,3.757,3.751,3.856,3.965,3.972,4.021,3.937,4.283,4.154,4.131,4.007,3.7849,3.8156,3.8807,3.8953,3.8274,3.6319,3.4976,3.6062,3.3562,3.1473921
Benin,BEN,0.021,0.026,0.016,0.032,0.028,0.03,0.03,0.039,0.044,0.04,0.043,0.049,0.032,0.043,0.038,0.042,0.04,0.042,0.044,0.053,0.059,0.087,0.098,0.107,0.114,0.113,0.126,0.125,0.14,0.208,0.207,0.223,0.233,0.235,0.272,0.277,0.288,0.297,0.2955,0.363,0.346,0.299,0.385,0.385
