Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,--,--,--,--,--,--,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.114,0.114,0.114,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.236,0.236,0.2904,0.2904,0.2904,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579
Afghanistan,AFG,0.112,0.168,0.168,0.178,0.178,0.189,0.189,0.199,0.199,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.2,0.2,0.2,0,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135
Africa,AFRC,33.08085,36.53085,37.31785,39.23965,42.07865,43.55565,49.39665,50.74165,53.93165,57.31075,59.95958,63.33698,64.43998,65.66598,65.43698,68.24198,71.55098,74.48898,75.70598,78.53898,83.8932,80.7196,81.7167,83.9176,85.5037,88.693,93.45097,95.66212,100.513905,106.507005,111.756122,120.717822,125.345922,131.84902,132.974641,139.86024,149.525736,161.182184,176.192774,183.351809,184.57321,188.940176,189.054898,189.054998
Angola,AGO,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.296,0.296,0.296,0.296,0.296,0.296,0.235,0.235,0.235,0.3326,0.3326,0.3452,0.657,0.657,0.657,0.657,0.77,0.77,0.77,0.77,1.091,1.284,2.067,2.298,3.444,3.51,3.51,3.51,3.51
Albania,ALB,0.095,0.095,0.09,0.09,0.085,0.085,0.085,0.087,0.087,0.087,0.224,0.224,0.224,0.224,0.224,0.224,0.239,0.239,0.239,0.239,0.239,0.224,0.224,0.334,0.224,0.16,0.16,0.16,0.123,0.123,0.123,0.123,0.123,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.123,0.123,0.123
United Arab Emirates,ARE,1.303,3.033,3.574,3.746,3.859,4.01,4.234,4.138,4.721,4.721,4.7,4.7,4.756,4.756,5.29,5.39,5.49,5.6,5.71,5.82,8.28,8.611,9.13,12.172,13.55,15.71,17.28,17.7,19.814,20.565,23.199,26.076,27.17,27.735,28.706,28.622,28.638,30.048,30.3485,31.287,32.846,33.106,33.106,33.106
Argentina,ARG,8.389,8.458,8.989,8.894,9.05,9.021,8.984,8.988,9.542,9.542,9.57,9.844,9.858,10.026,10.259,10.892,10.8096,11.591,12.884,12.886,15.714,16.882,17.017,17.218,17.288,17.288,17.288,18.126,19.926,21.035,21.783,22.66,23.807,28.269,24.651,25.541,25.314,26.51,28.122,28.137,29.062,29.129,29.136,29.136
Armenia,ARM,--,--,--,--,--,--,--,--,--,--,--,--,1.79,1.756,1.756,1.756,1.63,1.63,1.63,1.63,1.633,1.799,1.756,1.756,1.731,1.731,1.731,1.66,1.66,1.662,1.906,1.906,2.394,2.394,2.39,1.84,1.84,1.84,1.8266,1.8266,1.8316,2.0856,2.0856,2.0856
American Samoa,ASM,0.03,0.032,0.029,0.025,0.025,0.031,0.031,0.031,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0.035,0.038,0.038,0.04,0.04,0.05,0.058,0.058,0.058,0.06,0.045,0.045,0.045,0.045,0.049,0.0448,0.0405,0.0405,0.0405,0.0405,0.044,0.0422,0.0418,0.042,0.0422,0.0422,0.045,0.045,0.045
Asia & Oceania,ASOC,225.24,237.645,249.858,266.373,280.804,296.364,310.215,327.356,346.644,365.324,388.694,409.947,439.201,467.281,494.4062,523.1742,558.835,597.946,633.945,661.408,700.8777,734.3128,768.0303,802.7174,864.2406,922.4959,1026.479,1117.3124,1185.2351,1264.355332,1355.489134,1452.993334,1539.888234,1622.02723,1715.30175,1831.1049,1928.36342,1993.88666,2072.38422,2131.0105,2215.567459797,2267.4482793,2302.7381066,2366.6737166
Antarctica,ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,0.024,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.055,0.055,0.055,0.055,0.055,0.055,0.084,0.084,0.11,0.11,0.11,0.11,0.1132,0.082,0.07925,0.07925,0.1277,0.1277,0.1277
Australia,AUS,18.039,19.685,21.683,22.302,24.567,25.782,26.2,27.329,27.558,27.784,29.798,29.362,29.927,31.051,32.591,33.225,33.867,34.504,35.141,36.345,36.945,37.697,40.328,41.483,41.551,40.815,41.238,43.548,44.269,46.628,49.571,50.044,50.377,50.171,50.704,56.014,54.015,51.2183,51.6995,51.5401,52.826,53.223,53.223,53.223
Austria,AUT,4.724,4.731,4.733,4.883,4.765,4.93,5.22,5.73,4.987,4.923,5.333,5.347,5.73,5.662,5.769,5.584,5.522,5.684,5.226,5.361,6.134,6.395,6.242,6.283,6.536,6.456,6.505,6.28,7.247,7.278,7.345,8.178,8.161,8.17,7.859,7.665,7.273,6.6126,6.5325,6.3777,6.4374,6.443,6.443,6.443
Azerbaijan,AZE,--,--,--,--,--,--,--,--,--,--,--,--,4.396,4.396,4.41,4.456,4.456,3.91,3.91,3.88,3.99,4.228,4.349,4.703,4.695,4.187,4.599,4.703,4.773,5.401,5.401,5.352,5.397,6.264,6.27,6.6908,6.7648,6.791,6.5972,6.3953,6.3708,6.6941,6.6941,6.6941
Burundi,BDI,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.01,0.005,0.001,0.001,0.001,0.001,0.002,0.007,0.005,0.005,0.009,0.011,0.011,0.011,0.018,0.0345,0.0345,0.0345,0.0545,0.0545,0.0545
Belgium,BEL,8.219,8.176,8.156,7.776,7.519,7.361,7.3,7.225,7.194,7.206,7.036,6.977,6.899,6.898,7.701,7.578,7.477,7.301,7.977,8.13,8.545,8.348,8.338,8.366,8.365,8.713,8.807,8.842,9.128,9.472,9.522,10.285,9.468,8.91,8.601,8.52,8.396,8.3643,8.0856,8.0784,8.0859,7.9856,7.9856,7.9856
Benin,BEN,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.027,0.027,0.047,0.047,0.049,0.052,0.052,0.057,0.057,0.057,0.057,0.058,0.059,0.059,0.17,0.17,0.17,0.173,0.173,0.207,0.244,0.312,0.312,0.312,0.312,0.439,0.439,0.439,0.439,0.439
Burkina Faso,BFA,0.039,0.055,0.055,0.058,0.077,0.077,0.06,0.068,0.065,0.065,0.06,0.064,0.069,0.045,0.048,0.048,0.089,0.089,0.089,0.089,0.089,0.145,0.145,0.145,0.181,0.204,0.223,0.217,0.22,0.219,0.206,0.229,0.266,0.216,0.2526,0.293,0.293,0.293,0.293,0.2949,0.3508,0.531896,0.534,0.534
Bangladesh,BGD,0.91,0.901,0.895,0.957,1.159,1.178,1.21,1.645,2.084,2.303,2.29,2.46,2.508,2.718,2.748,3.054,3.071,3.075,3.26,3.37,3.37,3.37,4.45,4.45,4.48,4.48,5.015,5.015,5.223,5.489,5.597,6.409,7.87,8.307,9.09,10.784,11.495,11.817,14.927,17.922,21.673,20.512,21.673,21.673
Bulgaria,BGR,5.844,5.844,5.978,6.063,6.508,6.508,6.508,6.508,6.574,6.415,6.396,7.207,7.148,7.148,7.148,7.148,7.148,7.087,7.087,6.553,6.326,6.326,6.326,6.326,6.532,6.682,6.418,4.902,4.647,4.372,4.578,4.543,4.912,4.701,4.47,3.991,3.822,3.7854,4.2204,4.0972,3.8065,3.853986,3.853986,3.853986
Bahrain,BHR,0.588,0.588,0.738,1.047,1.062,1.082,1.082,1.04,1.04,1.04,1.04,1.05,1.05,1.05,1.05,1.08,1.1,1.1,1.1,1.163,1.449,1.479,2.506,2.629,1.849,2.319,5.2,5.2,5.477,5.868,5.868,5.767,6.932,6.927,6.975,6.972,6.971,6.971,6.971,6.971,6.971,6.971,6.971,6.971
The Bahamas,BHS,0.307,0.361,0.406,0.406,0.406,0.406,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.455,0.493,0.493,0.493,0.493,0.493,0.493,0.591,0.591,0.591,0.5755,0.5755,0.5755,0.5755,0.5755,0.5755,0.5755,0.593,0.593,0.593
Bosnia and Herzegovina,BIH,--,--,--,--,--,--,--,--,--,--,--,--,1.5,1.5,1.5,1.188,1.188,1.188,1.5,1.957,1.957,1.957,1.957,1.957,1.957,1.93,2.187,2.187,2.187,2.187,2.187,2.187,2.187,2.187,2.0862,2.187,2.2,2.295,2.135,2.137,2.136,2.146,2.146,2.146
Belarus,BLR,--,--,--,--,--,--,--,--,--,--,--,--,7.201,7.201,7.198,7.198,7.383,7.401,7.401,7.401,7.851,7.851,7.902,7.944,7.944,7.944,8.011,8.011,8.039,8.089,8.259,8.356,8.939,9.178,10.18,9.75,9.826,9.884,9.808,9.82,9.801,9.801,9.801,9.801
Belize,BLZ,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.023,0.023,0.04,0.043,0.046,0.048,0.049,0.044,0.042,0.033,0.033,0.027,0.027,0.027,0.0493,0.0436,0.0435,0.0369,0.036,0.037,0.06,0.091,0.091,0.091,0.088,0.099,0.099,0.094,0.1132,0.1132,0.1218,0.1178,0.1169,0.12026,0.12026
Bermuda,BMU,0.118,0.118,0.118,0.137,0.149,0.149,0.123,0.12,0.133,0.17,0.14,0.14,0.14,0.14,0.14,0.146,0.146,0.146,0.168,0.168,0.168,0.168,0.175,0.175,0.175,0.175,0.175,0.165,0.165,0.165,0.165,0.165,0.171,0.171,0.1708,0.1708,0.1708,0.1708,0.1715,0.1715,0.1725,0.1725,0.1725,0.1725
Bolivia,BOL,0.225,0.234,0.261,0.176,0.174,0.174,0.174,0.305,0.303,0.327,0.393,0.393,0.393,0.448,0.498,0.497,0.498,0.658,0.7009,0.9446,0.949,0.8548,0.9027,0.8729,0.9592,0.9178,0.918,1.014,1.014,1.041,1.157,1.188,1.387,1.618,1.713,1.913,1.919,1.9280296,1.9831525,2.7971207,2.8046287,3.07623,3.07623,3.07623
